SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,totalCharges,TenureGroup,AvgMonthlyCharges,ContractLevel,SeniorRisk,FiberAndStreaming,NumServices
0,1,0,-1.2774445836787656,0,1,-1.1603229160349193,29.85,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9942419353101233,,-107.58905293520276,0,0,False,1
0,0,0,0.06632741908223598,1,0,-0.2596289419448806,1889.5,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,-0.17324412574959375,0-12,1771.9698154496018,1,0,False,3
0,0,0,-1.2367242199587352,1,1,-0.3626603559551803,108.15,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9596740712020441,,-456.8607302575642,0,0,False,3
0,0,0,0.5142514200025698,0,0,-0.7465354629935549,1840.75,0,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,-0.19476626336477718,0-12,1215.6171529275343,1,0,False,3
0,0,0,-1.2367242199587352,1,1,0.19736523310080326,151.65,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9404697022531111,,-640.6188603195526,0,0,False,2
0,0,0,-0.9924020376385531,1,1,1.1595456961969886,820.5,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-0.6451859741727949,,107989.47941139124,0,0,True,5
0,0,1,-0.4223169455581282,1,1,0.8089065291619363,1949.4,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.14679948896704018,,3374.5147707048664,0,0,True,4
0,0,0,-0.9109613101984924,0,0,-1.1636465100352518,301.9,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.8741373704237511,,3390.6608539840404,0,0,False,1
0,1,0,-0.1779947632379461,1,1,1.330710787214099,3046.05,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.3373492744317471,,3705.633326618017,0,0,True,6
0,0,1,1.2064976032430856,1,0,-0.28621769394753876,3487.95,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5324391741681479,0-12,1580.7631038771353,1,0,False,3
0,1,1,-0.7888002190384014,1,1,-0.4922805219681379,587.45,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.7480728289670203,,2781.4896271450825,0,0,False,2
0,0,0,-0.6666391278783103,1,0,-1.5225946620711341,326.8,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.8631445247495343,,980.3190096068181,2,0,False,1
0,1,0,1.0436161483629645,1,0,1.182810854199314,5681.1,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,1.5006704790038297,0-12,2779.925185339153,1,0,True,5
0,0,0,0.6771328748826912,1,1,1.2941512532104444,5036.3,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,1.2160043388136705,0-12,3002.922472885322,0,0,True,6
0,0,0,-0.30015585439803716,1,1,1.3539759452164248,2686.05,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.1784165658888543,,3838.0688284384023,0,0,True,7
0,1,1,1.4915401492832983,1,0,1.611554480242174,7895.15,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,2.478128710529918,0-12,3168.7829723599166,2,0,True,8
0,0,0,0.7992939660427822,1,0,-1.4660935640654862,1022.95,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.5558083996047153,0-12,568.5285558144739,1,0,False,1
0,0,1,1.5729808767233588,1,0,1.393859073220412,7382.25,0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,2.251693748830891,0-12,2869.142972178305,2,0,True,6
0,1,1,-0.9109613101984924,1,0,-0.31779183695069496,528.35,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.774164281952812,,5933.937271290057,0,0,False,3
0,0,0,-0.46303730927815856,1,1,0.8404806721650927,1862.9,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.18498748699192968,,3469.3285626524535,0,0,False,5
1,0,0,-1.2774445836787656,0,1,-0.8346107040023594,39.65,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.9899154337997889,,-142.91142207305828,0,1,False,2
0,1,0,-0.8295205827584317,1,0,-1.4943441130683104,202.25,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.9181308271079157,,1186.3602261932472,1,0,False,1
0,0,0,-1.2774445836787656,1,0,-1.4827115340671475,20.15,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.9985242888458623,,-72.62711613548862,0,0,False,1
0,1,0,1.0436161483629645,1,1,-0.1615829189350795,3505.1,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0.5400105518112329,0-12,1715.145969465819,2,0,False,3
0,1,1,0.6771328748826912,1,0,-0.17155370093607614,2970.3,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.30390718367584674,0-12,1771.0582414096205,0,0,False,4
0,0,0,-0.0965540357978854,1,1,-0.31446824295036285,1530.6,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3316912065719389,,1694.17990743006,0,0,False,3
0,1,1,0.5956921474426305,1,1,1.1495749141959914,4749.15,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1.0892334297634156,0-12,2976.231980342401,0,0,True,5
0,1,1,-1.2774445836787656,0,0,-1.1486903370337564,30.2,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9940874173990399,,-108.8505661186976,0,0,False,1
0,1,0,1.6137012404433893,1,1,0.8471278601657574,6369.45,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.804563062130219,0-12,2436.94646558743,2,0,False,7
0,0,1,-0.62591876415828,1,1,-0.0020504069191315333,1093.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.5248385954261489,,2922.092570455762,0,0,False,3
1,1,0,1.5729808767233588,1,1,1.0498670941860242,6766.95,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,1.9800512611463297,0-12,2630.0040008915958,2,0,False,6
1,1,0,-1.2367242199587352,1,1,1.0216165451832002,181.65,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.9272253098745368,,-767.3486051898894,0,0,True,5
0,1,1,-0.21871512695797646,1,0,0.046141706085686136,1874.45,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.17988839592617856,,2399.188906220097,1,0,False,5
0,0,0,-1.2774445836787656,1,0,-1.481049737066981,20.2,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-0.9985022148585647,,-72.80733230455932,0,0,False,1
1,0,0,-1.2774445836787656,1,0,-0.6484894399837535,45.25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.9874431472224551,,-163.0956330089757,0,0,False,1
0,1,1,1.6137012404433893,1,0,1.1678546811978192,7251.7,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2.1940585679967946,0-12,2774.4946085612364,2,0,True,6
0,0,0,-1.1145631287986442,1,1,0.16412929309748078,316.9,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8675151742344638,,-2766.1604856915396,0,0,False,2
0,0,0,0.5549717837226001,1,1,0.33363258711442517,3548.3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.5590824768363802,0-12,2281.90635813685,0,0,False,3
0,0,0,0.06632741908223598,1,1,1.3822264942192488,3549.25,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.559501882595035,0-12,3328.480480277586,0,0,True,6
0,0,0,-0.8702409464784621,1,1,1.099721004191008,1105.4,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,-0.5194083945509333,,8518.866082947508,0,0,True,5
0,1,1,-0.9109613101984924,1,0,-0.5055748979694671,475.7,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.79740819057721,,5342.621292614138,1,0,False,2
0,1,1,1.5322605130033284,1,1,0.14751132309581955,4872.35,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,1.1436237344647615,0-12,1924.110878395076,2,0,False,4
0,1,1,-0.62591876415828,1,0,-1.462769970065154,418.25,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.82277120198218,,1118.0726535478204,1,0,False,1
0,0,0,1.247217966963116,1,1,0.5014740841312035,4861.45,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,1.1388116052338793,0-12,2163.3193003390543,2,0,False,6
0,1,0,-0.7888002190384014,1,1,0.3801629031190768,981.45,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,-0.5741298090617433,,4647.02186494432,0,0,False,5
0,0,0,0.6771328748826912,1,1,0.6560212051466532,3906.7,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.7173088177857488,0-12,2329.392058618646,0,0,False,3
0,0,0,-1.2367242199587352,1,0,-0.5155456799704636,97.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9645965703694143,,-409.759508414089,0,0,False,2
0,0,0,-1.2367242199587352,1,1,0.5280628361338618,144.15,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.9437808003477547,,-608.9364241019684,0,0,True,3
0,0,0,0.7992939660427822,1,1,0.4981504901308714,4217.8,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,0.8546531667515656,0-12,2344.1416909079508,2,0,False,5
0,1,1,1.4915401492832983,1,1,-0.020330173920958795,4254.1,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,0.8706788815296407,0-12,1707.4177998792072,2,0,False,4
1,0,0,0.43281069256250915,1,1,0.8471278601657574,3838.75,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.687310269048278,0-12,2679.1745901439294,0,0,True,4
0,0,0,-0.7073594915983407,1,1,1.141265929195161,1426.4,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.3776933961001872,,4874.239755086183,0,0,True,6
1,1,0,-0.30015585439803716,1,1,0.1574821050968162,1752.65,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,-0.23366062898319062,,2504.3433041687854,0,0,False,4
1,1,0,-0.9924020376385531,1,1,0.5280628361338618,633.3,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.7278309826150992,,83351.2947120464,0,1,False,3
1,1,1,1.125056875803025,1,1,0.33529438411459117,4456.35,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.9599681601485298,0-12,2097.049754640575,1,0,False,6
1,0,0,-0.5851984004382496,1,1,1.0199547481830342,1752.55,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.2337047769577859,,4225.031923337852,0,1,True,4
0,1,1,1.247217966963116,1,1,1.1595456961969886,6311.2,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,1.7788468669284871,0-12,2808.4503117999443,1,0,True,5
1,1,1,1.369379058123207,1,1,1.4520219682262263,7076.35,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,2.116645094544028,0-12,2986.5841751826742,1,0,True,7
0,1,1,0.06632741908223598,1,0,-1.3231790220511994,894.3,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.612604768921502,0-12,838.6729854229048,2,0,False,1
0,0,0,1.6137012404433893,1,1,1.42044782522307,7853.7,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,2.4598293750601874,0-12,3004.819326124548,2,0,True,6
0,1,0,0.5956921474426305,1,1,1.1877962451998125,4707.1,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1.070669206446114,0-12,2949.8797794699512,0,0,True,5
0,0,0,1.125056875803025,1,1,0.8354952811645946,5450.7,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.398953545536378,0-12,2564.9666425705745,0,0,True,4
0,1,0,1.6137012404433893,0,0,-0.7531826509942192,2962.0,0,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.3002429017844411,0-12,1133.2588262832692,2,0,False,3
0,1,1,-0.5851984004382496,1,1,-0.34438058895335305,957.1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,-0.5848798408756862,,2307.3681514516893,1,0,False,3
0,0,0,-0.9516816739185228,1,0,0.9850570111795457,857.25,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.6289615935090412,,17741.71560816188,0,0,True,4
0,0,0,-1.1960038562387048,1,1,0.3502505571160864,244.1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.8996548997398044,,-1245.383660731251,0,0,False,5
0,1,0,0.5956921474426305,1,1,0.46989994112804756,3650.35,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.6041354849108307,0-12,2287.6279775207954,1,0,False,3
0,0,0,-0.055833672077855064,1,0,0.47987072312904416,2497.2,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.09504311586572828,,2644.8729701001544,2,0,False,6
0,1,1,0.7178532386027215,1,0,-1.4827115340671475,930.9,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.5964466102196411,0-12,541.897281491393,2,0,False,1
0,0,0,-0.9109613101984924,1,1,0.5014740841312035,887.35,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.6156730531558716,,9965.892377551303,0,0,False,4
0,0,0,-1.2774445836787656,1,0,-0.5221928679711283,49.05,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.9857655241878356,,-176.79206185834823,0,0,False,2
0,1,1,0.7992939660427822,1,1,-1.4744025490663168,1090.65,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.5259202208037324,0-12,606.154425337559,1,0,False,1
1,1,1,1.2879383306831464,1,1,1.5567151792366918,7099.0,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,2.1266446107898513,0-12,3102.793420957434,2,0,True,7
0,1,1,1.2064976032430856,1,1,-1.3464441800535252,1424.6,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.3784880596429018,0-12,645.638589367212,2,0,False,1
0,0,1,-1.1960038562387048,1,1,-0.00869759491979612,177.4,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.9291015987948348,,-905.0842335670789,0,0,False,4
1,0,0,0.9621754209229036,1,0,1.5201556452330371,6139.5,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.7030447945484464,0-12,3128.925138157272,1,0,True,7
0,0,0,0.5549717837226001,1,0,-0.3028356639492,2688.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.1796527091775211,0-12,1729.1953642804353,1,0,False,2
0,1,1,-0.9924020376385531,1,0,-0.33607160395252245,482.25,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.7945164982412213,,63470.96459005901,0,0,False,3
1,0,0,-0.0965540357978854,1,1,0.3319707901142591,2111.3,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.07532391809733362,,2336.9410940527155,0,0,False,5
0,1,1,0.5142514200025698,1,1,-1.2916048790480432,1216.6,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.4703158468010176,0-12,803.4332898284059,1,0,False,1
0,0,1,-1.2774445836787656,1,1,0.48485611412954227,79.35,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.9723886878854755,,-286.0030603151872,0,0,True,3
0,1,1,-0.8702409464784621,0,0,-0.47233895796614456,565.35,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.7578295313525703,,4356.921422104554,0,0,False,3
0,1,0,-1.0331224013585834,1,1,0.34526516611558833,496.9,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.7880488199630175,,-15001.931611798222,0,0,False,3
0,0,0,0.3920903288424788,1,1,1.2974748472107767,4327.5,0,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.9030834948825526,0-12,3108.6344832222994,0,0,True,7
0,1,0,0.6771328748826912,1,1,-1.4827115340671475,973.35,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.5777057950039584,0-12,580.3654645241403,2,0,False,1
0,0,0,-0.9516816739185228,1,1,1.1479131171958254,918.75,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.6018105891329637,,19014.524601923276,0,0,True,5
0,1,0,0.10704778280226633,1,1,-0.08680205392760396,2215.45,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,-0.029343802556382977,0-12,2001.2234651624872,1,0,False,3
0,1,1,0.6364125111626608,1,0,-1.4660935640654862,1057.0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.5407760142550334,0-12,645.9251519954514,2,0,False,1
0,1,1,0.5549717837226001,1,1,-1.4893587220678117,927.1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.5981242332542606,0-12,596.2166064393297,2,0,False,1
